,day_of_week,NEIGHBORHOOD_ID,TIME
62197,Monday,cherry-creek,04:00:00
124685,Sunday,country-club,04:00:00
132593,Saturday,fort-logan,23:59:00
110383,Tuesday,regis,04:00:00
84027,Friday,east-colfax,23:59:00
34121,Saturday,elyria-swansea,08:00:00
29991,Friday,regis,12:00:00
33451,Wednesday,gateway-green-valley-ranch,08:00:00
31332,Thursday,windsor,08:00:00
109935,Sunday,university,20:00:00
29536,Wednesday,dia,08:00:00
67829,Tuesday,mar-lee,23:59:00
90168,Monday,congress-park,23:59:00
94934,Wednesday,gateway-green-valley-ranch,23:59:00
137783,Friday,hale,16:00:00
12972,Tuesday,civic-center,08:00:00
97084,Saturday,hampden,23:59:00
110280,Friday,union-station,20:00:00
19751,Sunday,ruby-hill,04:00:00
122050,Tuesday,west-colfax,16:00:00
